2348,Tom,Burke,Actor,Only God Forgives,60,8
2349,Steve,Coogan,Actor,Philomena,60,8
2350,Timothy,Dalton,Actor,The Living Daylights,60,8
2351,Stephanie,Szostak,Actress,Iron Man 3,60,8
2352,Perrey,Reeves,Actress,Mr. & Mrs. Smith,60,8
2353,Rita,Wilson,Actress,Sleepless in Seattle,60,8
2354,Keiko,Agena,Actress,Transformers: Dark of the Moon,60,8
2355,Damon,Wayans,Writer,Major Payne,60,8
2356,Chuck,Norris,Actor,The Expendables 2,60,8
2357,Steven R.,McQueen,Actor,Piranha 3D,60,8
2358,Michael,Madsen,Actor,Reservoir Dogs,60,8
2359,Queen,Latifah,Producer,Bringing Down the House,60,8
2360,Sullivan,Stapleton,Actor,300: Rise of an Empire,60,8
2361,Max,Charles,Actor,The Amazing Spider-Man,60,8
2362,Sunrise,Coigney,Actress,In the Cut,60,8
2363,Eve,Myles,Actress,Miracle Day: The New World,60,8
2364,Tatyana,Ali,Actress,National Lampoon Presents Dorm Daze,60,8
2365,Kelly,Adams,Actress,Bronson,60,8
2366,Matt,Nable,Actor,Riddick,60,8
2367,Jake,Lloyd,Actor,Star Wars: Episode I - The Phantom Menace,60,8
2368,Pete,Duel,Actor,Alias Smith and Jones,60,8
2369,Anne,Francis,Actress,Forbidden Planet,60,8
2370,Nick,Robinson,Actor,The Kings of Summer,60,8
2371,Nicole,Parker,Actress,Disaster Movie,60,8
2372,Charlotte Le,Bon,Actress,The Hundred-Foot Journey,60,8
2374,Taye,Diggs,Actor,Chicago,60,8
2376,Greg,Kinnear,Actor,Little Miss Sunshine,60,8
2377,Taylor,Negron,Actor,The Last Boy Scout,60,8
2378,Genevieve,Padalecki,Actress,Hated,60,8
2379,Barry,Pepper,Actor,Saving Private Ryan,60,8
2380,Laurence,Olivier,Actor,Rebecca,60,8
2381,Billy,Connolly,Actor,Brave,60,8
2382,Marg,Helgenberger,Actress,Mr. Brooks,60,8
2383,Sarah,Clarke,Actress,Twilight,60,8
2384,Dan,Bilzerian,Actor,Lone Survivor,60,8
2385,Brooke,D'Orsay,Actress,Harold & Kumar Go to White Castle,60,8
2386,Darren,Aronofsky,Director,Requiem for a Dream,60,8
2387,Jeff,Cohen,Actor,The Goonies,60,8
2388,Marina,Sirtis,Actress,Star Trek: First Contact,60,8
2389,Alex,Winter,Actor,Bill & Ted's Excellent Adventure,60,8
2390,Kyra,Zagorsky,Actress,Heartache,60,8
2391,Steven,Bauer,Actor,Scarface,60,8
2392,Jonathan,Jackson,Actor,General Hospital,60,8
2393,Conrad,Ricamora,Actor,Talladega Nights: The Ballad of Ricky Bobby,60,8
2394,Michael,Mann,Producer,Heat,60,8
2395,Mary Elizabeth,Mastrantonio,Actress,Scarface,60,8
2396,Steve,Guttenberg,Actor,Police Academy,60,8
2397,Nick,Frost,Actor,Shaun of the Dead,60,8
2398,Quinton,Aaron,Actor,The Blind Side,60,8
2399,Sharon,Leal,Actress,Dreamgirls,60,8
2400,Scoot,McNairy,Actor,Argo,60,8
2403,Ted,Danson,Actor,Saving Private Ryan,60,8
2404,Graham,McTavish,Actor,The Hobbit: An Unexpected Journey,60,8
2405,Madeline,Brewer,Actress,Imaginary Enemies,60,8
2406,Betsy,Brandt,Actress,Ozymandias,60,8
2407,Melinda,Clarke,Actress,Spawn,60,8
2408,Laura,Wiggins,Actress,Starving in Suburbia,60,8
2409,Michelle,Ryan,Actress,Cashback,60,8
2410,Jemima,West,Actress,The Mortal Instruments: City of Bones,60,8
2411,Alba,Rohrwacher,Actress,I Am Love,60,8
2412,Danny,McBride,Actor,Your Highness,60,8
2413,Shiri,Appleby,Actress,Swimfan,60,8
2414,Alison,Eastwood,Actress,Midnight in the Garden of Good and Evil,60,8
2415,Spike,Lee,Director,Inside Man,60,8
2417,Gary,Sinise,Actor,Apollo 13,60,8
2418,Brian,Cox,Actor,Troy,60,8
2419,Sam,Jaeger,Actor,Lucky Number Slevin,60,8
2420,Brianna,Brown,Actress,Knocked Up,60,8
2421,Nate,Parker,Actor,Non-Stop,60,8
2422,James Earl,Jones,Actor,The Lion King,60,8
2423,Madeleine,Martin,Actress,Ice Age: The Meltdown,60,8
2424,Jamie,Hector,Actor,Max Payne,60,8
2425,James,Murray,Actor,Under the Greenwood Tree,60,8
2426,Elodie,Yung,Actress,G.I. Joe: Retaliation,60,8
2427,Dominic,Monaghan,Actor,The Lord of the Rings: The Fellowship of the Ring,60,8
2428,Gregg,Sulkin,Actor,Avalon High,60,8
2429,Lee,Majors,Actor,Grand Theft Auto: Vice City,60,8
2430,Lori,Singer,Actress,Footloose,60,8
2431,Jane,Lynch,Actress,Wreck-It Ralph,60,8
2432,Ed,Helms,Actor,The Hangover,60,8
2433,Burn,Gorman,Actor,The Dark Knight Rises,60,8
2434,Amy,Brenneman,Actress,Heat,60,8
2435,Humphrey,Bogart,Actor,Casablanca,60,8
2436,Masiela,Lusha,Actress,Kill Katie Malone,60,8
2437,Clark,Gregg,Actor,The Avengers,60,8
2438,Elizabeth,Gillies,Actress,Animal,60,8
2439,Christopher,Masterson,Actor,American History X,60,8
2440,Annie,Parisse,Actress,How to Lose a Guy in 10 Days,60,8
2441,Adewale,Akinnuoye-Agbaje,Actor,G.I. Joe: The Rise of Cobra,60,8
2442,Catherine,Bach,Actress,Thunderbolt and Lightfoot,60,8
2443,Bridgit,Mendler,Actress,The Secret World of Arrietty,60,8
2444,Alfred,Molina,Actor,Chocolat,60,8
2445,Barbara,Hershey,Actress,Black Swan,60,8
2446,Bobcat,Goldthwait,Director,God Bless America,60,8
2447,Randy,Quaid,Actor,Brokeback Mountain,60,8
2448,Josie,Loren,Actress,17 Again,60,8
2450,Sam,Mendes,Director,American Beauty,60,8
2451,Lucy,Fry,Actress,Vampire Academy,60,8
2452,Brian,Geraghty,Actor,The Hurt Locker,60,8
2453,Jackie,Gleason,Actor,The Hustler,60,8
2454,Regina,King,Actress,Ray,60,8
2455,Will,Estes,Actor,The Dark Knight Rises,60,8
2456,David,Henrie,Actor,The Secret World of Arrietty,60,8
2457,Ted,Levine,Actor,Shutter Island,60,8
2458,Gary,Busey,Actor,Lethal Weapon,60,8
2459,Linda,Hunt,Actress,Dune,60,8
2460,David,Ramsey,Actor,Pay It Forward,60,8
2461,Emily,Procter,Actress,Leaving Las Vegas,60,8
2462,Jared,Rushton,Actor,Big,60,8
2463,Yvette Nicole,Brown,Actress,(500) Days of Summer,60,8
2464,Zachery Ty,Bryan,Actor,The Fast and the Furious: Tokyo Drift,60,8
2465,George,Newbern,Actor,Father of the Bride,60,8
2466,Tony,Randall,Actor,Pillow Talk,60,8
2467,Bill,Duke,Director,Sister Act 2: Back in the Habit,60,8
2468,Michael,Chiklis,Actor,Fantastic Four,60,8
2469,Shelley,Long,Actress,The Brady Bunch Movie,60,8
2470,Mika,Boorem,Actress,The Patriot,60,8
2471,Iwan,Rheon,Actor,Wild Bill,60,8
2472,Danny,Boyle,Director,Slumdog Millionaire,60,8
2473,Lena,Olin,Actress,The Ninth Gate,60,8
2474,Richard,Beymer,Actor,West Side Story,60,8
2475,Stella,Banderas,Actress,Crazy in Alabama,60,8
2477,Richard,Coyle,Actor,Prince of Persia: The Sands of Time,60,8
2478,Mary Elizabeth,Ellis,Actress,A Quiet Little Marriage,60,8
2479,Alexander,Gould,Actor,You Can't Miss the Bear,60,8
2480,Max,Minghella,Actor,Agora,60,8
2481,Tom,Berenger,Actor,Inception,60,8
2482,Keke,Palmer,Actress,Akeelah and the Bee,60,8
2483,Orson,Welles,Actor,Citizen Kane,60,8
2485,Chris,Colfer,Actor,Struck by Lightning,60,8
2486,Joanna,Going,Actress,The Tree of Life,60,8
2487,Nick,Zano,Actor,The Final Destination,60,8
2488,Lou Diamond,Phillips,Actor,La Bamba,60,8
2489,Harvey,Weinstein,Producer,Gangs of New York,60,8
2490,Daniel Dae,Kim,Actor,Spider-Man 2,60,8
2491,Amber,Valletta,Actress,Hitch,60,8
2492,Freddy,RodrÃ_guez,Actor,Planet Terror,60,8
2493,Justin,Bartha,Actor,The Hangover,60,8
2494,Shanola,Hampton,Actress,You Again,60,8
2495,Devon,Werkheiser,Actor,The Wicked,60,8
2496,Rowan,Atkinson,Actor,Bean,60,8
2497,Jorge,Garcia,Actor,The Wedding Ringer,60,8
2498,Sasha,Roiz,Actor,The Day After Tomorrow,60,8
2499,Vanessa,Williams,Actress,Eraser,60,8
2500,Ali,Cobrin,Actress,Neighbors,60,8
2501,Luke,Wilson,Actor,Old School,60,8
2503,Roseanne,Barr,Producer,Satan,60,8
2504,Emilio,Rivera,Actor,Traffic,60,8
2505,Bonnie,Hunt,Writer,Cars,60,8
2506,Agnes,Bruckner,Actress,Blood and Chocolate,60,8
2507,Balthazar,Getty,Actor,Lord of the Flies,60,8
2508,Rhys,Ifans,Actor,The Amazing Spider-Man,60,8
2509,Stefanie,Scott,Actress,Wreck-It Ralph,60,8
2510,Jenna,Jameson,Actress,Zombie Strippers!,60,8
2511,Shelley,Duvall,Actress,The Shining,60,8
2512,Jason,London,Actor,Dazed and Confused,60,8
2513,Maxine,Peake,Actress,The Theory of Everything,60,8
2514,Gabriel,Byrne,Actor,The Usual Suspects,60,8
2515,Cybill,Shepherd,Actress,Taxi Driver,60,8
2516,Peter,Falk,Actor,The Princess Bride,60,8
2517,Rob,Riggle,Actor,21 Jump Street,60,8
2518,Margaret,Colin,Actress,Independence Day,60,8
2519,Simon,McBurney,Actor,The Last King of Scotland,60,8
2520,Imelda,Staunton,Actress,Maleficent,60,8
2521,Christopher,Atkins,Actor,The Blue Lagoon,60,8
2522,Geoff,Stults,Actor,Wedding Crashers,60,8
2523,Naveen,Andrews,Actor,The English Patient,60,8
2524,Shonda,Rhimes,Writer,Grey's Anatomy,60,8
2525,Karen,Allen,Actress,Raiders of the Lost Ark,60,8
2526,Joan,Bennett,Actress,Father's Little Dividend,60,8
2527,John,Turturro,Actor,O Brother,60,8
2528,Corey,Haim,Actor,The Lost Boys,60,8
2529,Patricia,Velasquez,Actress,The Mummy Returns,60,8
2530,Emily,Bergl,Actress,The Rage: Carrie 2,60,8
2532,Harry,Treadaway,Actor,City of Ember,60,8
2533,Devon,Aoki,Actress,Sin City,60,8
2534,Alan,Ruck,Actor,Ferris Bueller's Day Off,60,8
2535,Zachary,Gordon,Actor,Diary of a Wimpy Kid,60,8
2536,Tony,Oller,Actor,The Purge,60,8
2537,Bug,Hall,Actor,American Pie Presents: The Book of Love,60,8
2538,Dustin,Milligan,Actor,Slither,60,8
2539,Holland,Roden,Actress,Bring It On: Fight to the Finish,60,8
2540,Jimmy,Smits,Actor,Star Wars: Episode III - Revenge of the Sith,60,8
2541,John,Cho,Actor,American Beauty,60,8
2542,Moises,Arias,Actor,The Secret World of Arrietty,60,8
2543,Will,Patton,Actor,Remember the Titans,60,8
2544,Marin,Ireland,Actress,Side Effects,60,8
2545,Jason,Dohring,Actor,Veronica Mars,60,8
2546,Alexandra,Shipp,Actress,Alvin and the Chipmunks: The Squeakquel,60,8
2547,Manish,Dayal,Actor,The Hundred-Foot Journey,60,8
2548,Sondra,Locke,Actress,The Outlaw Josey Wales,60,8
2549,Jessica,Lowe,Actress,Blended,60,8
2550,Michael,Raymond-James,Actor,Jack Reacher,60,8
2551,Robbie,Coltrane,Actor,Harry Potter and the Sorcerer's Stone,60,8
2553,Luke,Kleintank,Actor,The Man in the High Castle,60,8
2554,John,Ritter,Actor,Sling Blade,60,8
2555,Brigitte,Nielsen,Actress,Rocky IV,60,8
2556,Alexandra,Dowling,Actress,The Rains of Castamere,60,8
2558,Rory,Culkin,Actor,Signs,60,8
2559,Peter,Mayhew,Actor,Star Wars,60,8
2560,Kristoffer,Polaha,Actor,Atlas Shrugged: Who Is John Galt?,60,8
2561,Sam,Trammell,Actor,Strange Love,60,8
2562,Ciara,Bravo,Actress,Jinxed,60,8
2563,Nia,Vardalos,Actress,My Big Fat Greek Wedding,60,8
2564,Johnny,Whitworth,Actor,Limitless,60,8
2565,Marcia,Strassman,Actress,Honey,60,8
2566,Anne,Dudek,Actress,White Chicks,60,8
2567,Mara,Wilson,Actress,Matilda,60,8
2568,Laurie,Metcalf,Actress,Toy Story,60,8
2569,James,Belushi,Actor,The Ghost Writer,60,8
2570,Matthew,Lawrence,Actor,Mrs. Doubtfire,60,8
2571,Dylan,Sprouse,Actor,Big Daddy,60,8
2572,Danny,Huston,Actor,X-Men Origins: Wolverine,60,8
2573,Jaclyn,Smith,Actress,The Bourne Identity,60,8
2574,Bex,Taylor-Klaus,Actress,Seeing Red,60,8
2575,Lola,Glaudini,Actress,Blow,60,8
2576,Cody,Horn,Actress,Magic Mike,60,8
2577,Ryann,Shane,Actress,Definitely,60,8
2578,James,Doohan,Actor,Star Trek II: The Wrath of Khan,60,8
2579,Carl,Weathers,Actor,Predator,60,8
2580,Marianne,Jean-Baptiste,Actress,The Cell,60,8
2581,Kelli,Giddish,Actress,Pilot,60,8
2582,Joan,Crawford,Actress,Mildred Pierce,60,8
2583,Chris,Penn,Actor,Reservoir Dogs,60,8
2584,Samantha,Barks,Actress,Les MisÃ©rables,60,8
2585,Gloria,Stuart,Actress,Titanic,60,8
2586,David,Morse,Actor,The Green Mile,60,8
2587,Zach,Gilford,Actor,The Purge: Anarchy,60,8
2588,Willow,Smith,Actress,I Am Legend,60,8
2589,Jake,Abel,Actor,Percy Jackson & the Olympians: The Lightning Thief,60,8
2590,Louise,Fletcher,Actress,One Flew Over the Cuckoo's Nest,60,8
2591,Blake,Anderson,Writer,Workaholics,60,8
2592,Jason,Patric,Actor,The Lost Boys,60,8
2593,Brandon,Beemer,Actor,Suits on the Loose,60,8
2594,Oona,Chaplin,Actress,Quantum of Solace,60,8
2595,Samantha,Morton,Actress,John Carter,60,8
2596,Jonathan,Bennett,Actor,Mean Girls,60,8
2597,Jorma,Taccone,Writer,MacGruber,60,8
2598,Xavier,Dolan,Actor,I Killed My Mother,60,8
2599,Makenzie,Vega,Actress,Saw,60,8
2600,Chris,Farley,Actor,Tommy Boy,60,8
2601,Kate,Capshaw,Actress,Indiana Jones and the Temple of Doom,60,8
2602,Sarah,Polley,Actress,Dawn of the Dead,60,8
2603,Paul,Anderson,Actor,Sherlock Holmes: A Game of Shadows,60,8
2604,Peter,Berg,Actor,Lone Survivor,60,8
2605,Scott,Cohen,Actor,One Life to Live,60,8
2606,Cory Michael,Smith,Actor,Camp X-Ray,60,8
2607,Sophie,NÃ©lisse,Actress,The Book Thief,60,8
2608,Helen,Shaver,Actress,The Land Before Time,60,8
2609,Walter,Koenig,Actor,Star Trek II: The Wrath of Khan,60,8
2610,Amanda,Fuller,Actress,Red White & Blue,60,8
2611,Julie,Newmar,Actress,Seven Brides for Seven Brothers,60,8
2612,James,Remar,Actor,Crocodile,60,8
2613,Matt,Lauria,Actor,Risk,60,8
2614,Max von,Sydow,Actor,Minority Report,60,8
2615,Megan,Follows,Actress,Anne of Green Gables,60,8
2616,Chelsey,Crisp,Actress,Reconciliation,60,8
2617,Gabriel,Mann,Actor,The Bourne Supremacy,60,8
2618,Eddie Kaye,Thomas,Actor,American Pie,60,8
2619,John,Schneider,Actor,Loving,60,8
2620,Brian,Hallisay,Actor,American Sniper,60,8
2621,Mathieu,Amalric,Actor,The Grand Budapest Hotel,60,8
2622,Sammy,Sheik,Actor,American Sniper,60,8
2623,Nicole Ari,Parker,Actress,Boogie Nights,60,8
2624,Vera,Miles,Actress,Psycho,60,8
2625,Peter,Krause,Actor,The Truman Show,60,8
2626,Spencer,Breslin,Actor,The Happening,60,8
2627,Chris,Noth,Actor,Sex and the City,60,8
2628,Bret,Harrison,Actor,Orange County,60,8
2629,Ashley,Hinshaw,Actress,Chronicle,60,8
2630,Michaela,Conlin,Actress,The Lincoln Lawyer,60,8
2631,Alison,Sweeney,Actress,Second Chances,60,8
2632,April,Rose,Actress,Grown Ups 2,60,8
2633,Bruce,Lee,Actor,Enter the Dragon,60,8
2634,Jared,Gilmore,Actor,The Back-up Plan,60,8
2635,John,Slattery,Actor,Smoke Gets in Your Eyes,60,8
2636,Gavin,Stenhouse,Actor,The Malay Chronicles: Bloodlines,60,8
2637,RenÃ©e Felice,Smith,Actress,Detachment,60,8
2638,Lee,Evans,Actor,There's Something About Mary,60,8
2639,Russell,Tovey,Actor,The Pirates! Band of Misfits,60,8
2640,Tim,Allen,Actor,Toy Story,60,8
2641,Olesya,Rulin,Actress,High School Musical,60,8
2642,Alfre,Woodard,Actress,Primal Fear,60,8
2643,Poppy,Montgomery,Actress,Magic Beyond Words: The JK Rowling Story,60,8
2644,Russell,Brand,Actor,Get Him to the Greek,60,8
2645,Abraham,Benrubi,Actor,Big Hero 6,60,8
2646,Joe,Anderson,Actor,Across the Universe,60,8
2647,Tracie,Thoms,Actress,The Devil Wears Prada,60,8
2648,Ingrid,Bergman,Actress,Casablanca,60,8
2649,Jean,Dujardin,Actor,The Artist,60,8
2651,Robin,Weigert,Actress,The Sessions,60,8
2652,Clare,Bowen,Actress,The Clinic,60,8
2653,Sanaa,Lathan,Actress,AVP: Alien vs. Predator,60,8
2654,Warren,Christie,Actor,Apollo 18,60,8
2655,Kym,Karath,Actress,The Sound of Music,60,8
2656,Luke,Mitchell,Actor,Pilot,60,8
2657,Amy,O'Neill,Actress,Honey,60,8
2658,Merritt,Patterson,Actress,Percy Jackson & the Olympians: The Lightning Thief,60,8
2659,Paul,Adelstein,Actor,Bedazzled,60,8
2660,Julie,Delpy,Actress,Before Sunset,60,8
2661,Seth,Gabel,Actor,The Da Vinci Code,60,8
2662,Charles,Bronson,Actor,Once Upon a Time in the West,60,8
2663,Aisling,Franciosi,Actress,Ambition,60,8
2664,Miranda,Otto,Actress,War of the Worlds,60,8
2665,Mariana Paola,Vicente,Actress,Hot Tub Time Machine 2,60,8
2666,Christine,Lakin,Actress,The Hottie & the Nottie,60,8
2667,Ali,MacGraw,Actress,Love Story,60,8
2668,Thomas,Gibson,Actor,Eyes Wide Shut,60,8
2669,Yara,Shahidi,Actress,Salt,60,8
2670,Aneurin,Barnard,Actor,Citadel,60,8
2671,Stephanie,Leonidas,Actress,Mirrormask,60,8
2672,Noah,Taylor,Actor,Charlie and the Chocolate Factory,60,8
2673,Nicholas,D'Agosto,Actor,Final Destination 5,60,8
2674,Stephen,Dorff,Actor,Blade,60,8
2675,Scott,Grimes,Actor,Robin Hood,60,8
2676,Steve,McQueen,Director,12 Years a Slave,60,8
2677,Peter,Sellers,Actor,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,60,8
2678,James,Gunn,Writer,Guardians of the Galaxy,60,8
2679,Peta,Wilson,Actress,The League of Extraordinary Gentlemen,60,8
2680,Angela,Cartwright,Actress,The Sound of Music,60,8
2681,Kenny,Wormald,Actor,Footloose,60,8
2682,Nancy,Travis,Actress,So I Married an Axe Murderer,60,8
2683,Izabella,Scorupco,Actress,GoldenEye,60,8
2684,Rena,Sofer,Actress,Traffic,60,8
2685,Melissa,Peterman,Actress,Fargo,60,8
2686,John,Hannah,Actor,The Mummy,60,8
2687,Jack,Lemmon,Actor,The Apartment,60,8
2688,Natalie,Gold,Actress,Birdman: Or (The Unexpected Virtue of Ignorance),60,8
2690,Daniel,Feuerriegel,Actor,Victory,60,8
2691,Kirsten,Vangsness,Actress,With Friends Like These,60,8
2692,Kelly,Carlson,Actress,The Marine,60,8
2693,Paul,Blackthorne,Actor,Lagaan: Once Upon a Time in India,60,8
2694,Frank,Darabont,Writer,The Shawshank Redemption,60,8
2695,Jacqueline MacInnes,Wood,Actress,Final Destination 5,60,8
2696,Benedict,Wong,Actor,Prometheus,60,8
2697,Gary,Dourdan,Actor,Alien: Resurrection,60,8
2698,Jere,Burns,Actor,Crocodile Dundee in Los Angeles,60,8
2699,Richard,Dormer,Actor,Good Vibrations,60,8
2700,Angeline,Appel,Actress,Step Up Revolution,60,8
2701,Dean,Cain,Actor,Out of Time,60,8
2702,Beth,Riesgraf,Actress,Alvin and the Chipmunks,60,8
2703,Christian,Cooke,Actor,Love,60,8
2704,Rae Dawn,Chong,Actress,Commando,60,8
2705,Monica,Keena,Actress,Freddy vs. Jason,60,8
2706,Miranda,Richardson,Actress,Sleepy Hollow,60,8
2707,Johnny,Simmons,Actor,The Perks of Being a Wallflower,60,8
2708,Mercedes,Mason,Actress,Quarantine 2: Terminal,60,8
2709,Helen,Slater,Actress,The Secret of My Succe$s,60,8
2710,Dakota Blue,Richards,Actress,The Golden Compass,60,8
2711,Mary Lynn,Rajskub,Actress,Little Miss Sunshine,60,8
2712,Nathan,Lane,Actor,The Lion King,60,8
2713,Michael,Stuhlbarg,Actor,A Serious Man,60,8
2714,Becki,Newton,Actress,Pilot,60,8
2715,Colin,Egglesfield,Actor,Something Borrowed,60,8
2716,Luke,Hemsworth,Actor,The Anomaly,60,8
2717,Austin,Stowell,Actor,Whiplash,60,8
2719,Rebecca,Reid,Actress,Models,60,8
2720,Rade,Serbedzija,Actor,Snatch.,60,8
2721,Kellie,Martin,Actress,A Goofy Movie,60,8
2722,Josh,McDermitt,Actor,Remember,60,8
2723,Joseph,Gatt,Actor,Star Trek Into Darkness,60,8
2724,Elaine,Cassidy,Actress,The Others,60,8
2726,Robert,Zemeckis,Writer,Back to the Future,60,8
2729,Bradley,Whitford,Actor,The Cabin in the Woods,60,8
2730,Kerry,BishÃ©,Actress,Argo,60,8
2731,Marc,Singer,Actor,The Beastmaster,60,8
2732,Kathleen Rose,Perkins,Actress,Gone Girl,60,8
2733,Trevor,Donovan,Actor,Surrogates,60,8
2734,Sterling,Knight,Actor,17 Again,60,8
2735,Bette,Davis,Actress,All About Eve,60,8
2736,Ed,Skrein,Actor,Ill Manors,60,8
2737,Danny,Glover,Actor,Lethal Weapon,60,8
2738,Marina,Squerciati,Actress,Frances Ha,60,8
2739,Allison,Tolman,Actress,The Crocodile's Dilemma,60,8
2740,Mary Tyler,Moore,Actress,Ordinary People,60,8
2741,William,Holden,Actor,The Bridge on the River Kwai,60,8
2742,Michael,Rapaport,Actor,The 6th Day,60,8
2743,Celina,Jade,Actress,Legendary Assassin,60,8
2745,Michael,Emerson,Actor,Saw,60,8
2746,William,Zabka,Actor,The Karate Kid,60,8
2747,Emilia,Fox,Actress,The Pianist,60,8
2748,Matthew,Davis,Actor,Legally Blonde,60,8
2749,Bijou,Phillips,Actress,Almost Famous,60,8
2750,Meg Chambers,Steedle,Actress,Resolution,60,8
2751,Maud,Adams,Actress,Octopussy,60,8
2752,Patton,Oswalt,Actor,Ratatouille,60,8
2753,Paula,Malcomson,Actress,The Hunger Games,60,8
2754,Jeremy,Sisto,Actor,Wrong Turn,60,8
2755,Cameron,Boyce,Actor,Mirrors,60,8
2756,Madylin,Sweeten,Actress,Toy Story 2,60,8
2757,Haylie,Duff,Actress,Napoleon Dynamite,60,8
2758,Ruth,Connell,Actress,The Things We Left Behind,60,8
2759,Victoria,Smurfit,Actress,The Beach,60,8
2760,Dawn,Olivieri,Actress,American Hustle,60,8
2761,Daniel,Huttlestone,Actor,Les MisÃ©rables,60,8
2762,Mark,Pellegrino,Actor,The Big Lebowski,60,8
2763,Kerri,Green,Actress,The Goonies,60,8
2764,William,Hurt,Actor,Into the Wild,60,8
2765,Peter,Capaldi,Actor,In the Loop,60,8
2766,Mary,McCormack,Actress,K-PAX,60,8
2767,Bojana,Novakovic,Actress,Devil,60,8
2768,Angela,Kinsey,Actress,License to Wed,60,8
2769,Jonathan,Tucker,Actor,The Texas Chainsaw Massacre,60,8
2770,Janel,Parrish,Actress,Bratz,60,8
2771,Laura,Bailey,Actress,Resident Evil: Degeneration,60,8
2772,Marnette,Patterson,Actress,American Sniper,60,8
2773,Timothy,Hutton,Actor,The Ghost Writer,60,8
2774,Ursula,Andress,Actress,Dr. No,60,8
2775,Jamie Lynn,Spears,Actress,Spring Break-Up: Part 1,60,8
2776,Adrienne,Barbeau,Actress,The Fog,60,8
2777,Luke,Treadaway,Actor,Unbroken,60,8
2778,Christina,Wren,Actress,Man of Steel,60,8
2779,Ross,Lynch,Actor,Teen Beach Movie,60,8
2780,Vanessa,Marcil,Actress,The Rock,60,8
2781,Tiya,Sircar,Actress,The Internship,60,8
2782,Emmett J,Scanlan,Actor,Guardians of the Galaxy,60,8
2783,MyAnna,Buring,Actress,The Descent,60,8
2784,Katherine,McNamara,Actress,New Year's Eve,60,8
2785,Cassie,Scerbo,Actress,Bring It On: In It to Win It,60,8
2786,Jane,Leeves,Actress,James and the Giant Peach,60,8
2787,Carol,Kane,Actress,Annie Hall,60,8
2788,Cole,Hauser,Actor,Good Will Hunting,60,8
2789,Mark,Sheppard,Actor,In the Name of the Father,60,8
2790,Josie,Davis,Actress,The Ascent,60,8
2791,Max,Greenfield,Actor,Veronica Mars,60,8
2792,Jennie,Garth,Actress,Girl,60,8
2793,Elizabeth,Montgomery,Actress,The Legend of Lizzie Borden,60,8
2794,Toby,Jones,Actor,Harry Potter and the Chamber of Secrets,60,8
2795,Oliver,Reed,Actor,Gladiator,60,8
2796,Richard,Kiel,Actor,Tangled,60,8
2797,Lance,Henriksen,Actor,Aliens,60,8
2798,Kristen,Renton,Actress,Ghouls,60,8
2799,Stacy,Martin,Actress,Nymphomaniac: Vol. I,60,8
2800,Noah,Wyle,Actor,Donnie Darko,60,8
2801,Tom,Skerritt,Actor,Alien,60,8
2802,Claire,Coffee,Actress,Grind,60,8
2803,Christian,Martyn,Actor,Home Alone: The Holiday Heist,60,8
2804,Audrey Marie,Anderson,Actress,Beerfest,60,8
2805,KaDee,Strickland,Actress,The Sixth Sense,60,8
2806,Nicholle,Tom,Actress,Beethoven,60,8
2807,Molly,Ephraim,Actress,Paranormal Activity 2,60,8
2808,Antonia,Thomas,Actress,Episode #1.1,60,8
2809,Jaime Ray,Newman,Actress,Catch Me If You Can,60,8
2810,Marc,Price,Actor,Trick or Treat,60,8
2811,James,Brolin,Actor,Catch Me If You Can,60,8
2812,Ally,Walker,Actress,Universal Soldier,60,8
2813,Leigh-Allyn,Baker,Actress,Good Luck Charlie,60,8
2814,Salli,Richardson-Whitfield,Actress,I Am Legend,60,8
2815,Tami,Erin,Actress,The New Adventures of Pippi Longstocking,60,8
2816,Jeremy,Jordan,Actor,The Last Five Years,60,8
2817,Diane,Neal,Actress,Dracula II: Ascension,60,8
2818,Bianca,Lawson,Actress,Save the Last Dance,60,8
2819,Rachel,Blanchard,Actress,Snakes on a Plane,60,8
2820,Bryan,Greenberg,Actor,Friends with Benefits,60,8
2821,Tara,Strong,Actress,Princess Mononoke,60,8
2822,Anders,Holm,Writer,Workaholics,60,8
2823,Max,Joseph,Director,Garden of Eden,60,8
2824,Mark Boone,Junior,Actor,Memento,60,8
2825,Taika,Waititi,Actor,What We Do in the Shadows,60,8
2826,Joanna,Cassidy,Actress,Blade Runner,60,8
2827,Tracee Ellis,Ross,Actress,Daddy's Little Girls,60,8
2829,Ava,Gardner,Actress,The Killers,60,8
2830,Sam,Page,Actor,The Brotherhood,60,8
2831,Gary,Burghoff,Actor,MASH,60,8
2833,Callan,McAuliffe,Actor,I Am Number Four,60,8
2834,Sara,Gilbert,Actress,Poison Ivy,60,8
2835,Bob,Balaban,Actor,Close Encounters of the Third Kind,60,8
2836,Mageina,Tovah,Actress,Spider-Man 2,60,8
2837,Lea,DeLaria,Actress,Edge of Seventeen,60,8
2838,Veronica,Cartwright,Actress,Alien,60,8
2839,Callie,Thorne,Actress,Next Stop Wonderland,60,8
2840,Donnie,Yen,Actor,Ip Man,60,8
2841,Leonor,Varela,Actress,Blade II,60,8
2842,Deanna,Russo,Actress,Knight Rider,60,8
2843,Mike,Smith,Actor,Trailer Park Boys: Countdown to Liquor Day,60,8
2844,Daniel,Cudmore,Actor,X-Men: Days of Future Past,60,8
